merchant,period,churn_predicted,churn_probability
c80dfa648c,2034-12,0,0.0
c811c81844,2034-12,0,0.01
c818322b65,2034-12,0,0.01
c81b0e242a,2034-12,0,0.16
c82579e598,2034-11,0,0.32
c836e552dc,2034-12,0,0.01
c846970726,2034-12,0,0.05
c84800cb88,2034-12,0,0.02
c849c0b362,2034-12,0,0.15
c85a068dc7,2034-10,1,0.58
c85b7d1827,2034-12,1,0.48
c8611e9a18,2034-12,1,0.83
c8756068e6,2034-12,0,0.17
c87c5a5c75,2034-12,0,0.23
c8816eeacc,2034-12,0,0.0
c8a5801b8c,2034-12,0,0.02
c8a80f469a,2034-12,0,0.15
c8ad481ff9,2034-10,0,0.1
c8b03c4062,2034-12,0,0.05
c8c428e341,2034-12,1,0.46
c8c48c45e2,2034-10,0,0.35
c8d3c61a87,2034-12,0,0.21
c8d5f9d46a,2034-12,0,0.17
c8deb2f3ba,2034-10,1,0.64
c8f888b234,2034-11,1,0.41
c8fc9c9a25,2034-12,1,0.55
c9034cb0e8,2034-12,0,0.07
c913d43439,2034-12,0,0.3
c914de3f81,2034-12,0,0.02
c9173ffe5e,2034-10,0,0.3
c91dd7044b,2034-10,0,0.2
c9242bfaa9,2034-12,1,0.37
c94fd1c62e,2034-12,0,0.03
c953bfdf08,2034-10,0,0.06
c957214997,2034-12,1,0.37
c95e0f28c7,2034-11,1,0.39
c9611463fc,2034-12,0,0.14
c9688fe339,2034-12,1,0.46
c981545576,2034-12,0,0.22
c987cc1079,2034-12,0,0.16
c98a988316,2034-10,1,0.61
c98cb12e15,2034-12,1,0.76
c997db790d,2034-12,1,0.4
c9aa9022f7,2034-12,1,0.36
c9b1ea65eb,2034-10,1,0.54
c9b4cc8693,2034-12,1,0.75
c9b989c3e3,2034-12,0,0.22
c9bdaeda06,2034-12,0,0.21
c9c8aa7605,2034-10,1,0.55
c9cbad37ff,2034-12,0,0.05
c9cfad0e4a,2034-11,0,0.05
c9cfc30d8c,2034-12,0,0.16
c9d589ce6b,2034-12,0,0.01
c9d9bdddb4,2034-12,0,0.22
c9e928fe2f,2034-12,0,0.04
c9ed3667e0,2034-12,0,0.1
c9f4c0ca73,2034-10,0,0.24
c9f6790bc5,2034-12,1,0.66
c9f897de11,2034-11,1,0.4
c9fdb196a8,2034-12,0,0.0
ca11dccdf4,2034-12,0,0.0
ca3090ae74,2034-12,0,0.2
ca34635b35,2034-11,0,0.14
ca35872dda,2034-10,0,0.28
ca4791335e,2034-12,0,0.22
ca485d3180,2034-12,1,0.71
ca5f85ae03,2034-11,0,0.08
ca74ba4fb3,2034-12,0,0.14
ca7ae7b007,2034-12,0,0.02
ca7db8e192,2034-12,1,0.36
ca7eb96694,2034-12,0,0.06
ca8f26a628,2034-12,0,0.16
caa746065f,2034-10,1,0.83
caa8fe7b14,2034-12,1,0.42
caa9d58186,2034-12,0,0.04
cab9aa5607,2034-12,0,0.0
cac23bd69c,2034-10,1,0.65
cad1bf5366,2034-12,0,0.0
cad3688bb4,2034-12,0,0.06
cad4aaef80,2034-10,1,0.41
cae659f19a,2034-12,0,0.26
cae6c07880,2034-12,1,0.61
cae6f68f9b,2034-12,0,0.22
caf231154b,2034-11,0,0.32
caf3df8a13,2034-10,1,0.63
cafd98af3c,2034-12,1,0.73
cb096010dd,2034-12,0,0.01
cb10abbb00,2034-12,1,0.47
cb12a61777,2034-12,1,0.38
cb1679f4be,2034-12,0,0.02
cb1ab1c938,2034-12,1,0.58
cb1ba63780,2034-12,0,0.01
cb301eb004,2034-12,0,0.27
cb38fba1b6,2034-12,0,0.0
cb3d984ec1,2034-12,0,0.08
cb5883a832,2034-12,0,0.01
cb5a112bf4,2034-12,1,0.49
cb60782b34,2034-12,1,0.6
cb61d6b8fe,2034-11,0,0.32
cb6f5074d4,2034-11,1,0.38
cb78291a1a,2034-11,1,0.49
cb786bb329,2034-10,1,0.44
cb7ad9b1a7,2034-12,0,0.02
cb7b1f137d,2034-12,0,0.07
cb83dbefc9,2034-12,0,0.04
cb84c5abae,2034-12,1,0.47
cb85c76b86,2034-12,0,0.0
cba23030e0,2034-10,0,0.3
cba7665f72,2034-12,1,0.43
cbc6eaa47b,2034-12,0,0.27
cbc9cca063,2034-12,0,0.02
cbd08ef6f1,2034-12,0,0.16
cbdd689e0c,2034-12,0,0.0
cbe23f7e2c,2034-12,1,0.66
cbeadb2893,2034-12,0,0.1
cbec415ef5,2034-11,0,0.28
cbfc09269d,2034-12,1,0.45
cc1d5ec916,2034-12,0,0.01
cc27ba1640,2034-12,0,0.17
cc33d3ea79,2034-12,0,0.04
cc38f5c66a,2034-12,0,0.03
cc3b20f68d,2034-12,1,0.63
cc3cc5c229,2034-12,0,0.02
cc47b012a7,2034-12,0,0.1
cc4d93a4a8,2034-12,0,0.16
cc4f3fa728,2034-11,1,0.54
cc528da270,2034-12,0,0.29
cc61e4e798,2034-12,0,0.02
cc723e397f,2034-12,0,0.26
cc78427e60,2034-11,1,0.67
cc7b48f036,2034-12,1,0.49
cc7b81e6b2,2034-12,1,0.81
cc83878254,2034-11,0,0.34
cca3711642,2034-11,0,0.07
cca5271a93,2034-12,0,0.0
ccae80434c,2034-12,0,0.09
ccb9a46396,2034-12,0,0.02
ccbf83fc4b,2034-10,0,0.07
ccc454eda2,2034-12,0,0.02
ccc5248a01,2034-12,0,0.02
ccccff7bc7,2034-12,0,0.0
ccd300f36f,2034-12,0,0.04
ccde89ff95,2034-12,0,0.15
cce1f6b3e5,2034-11,0,0.2
cceee66741,2034-12,0,0.0
ccf6a65128,2034-12,0,0.01
ccf91310fa,2034-12,1,0.36
cd0a939b7a,2034-12,0,0.0
cd1366647d,2034-12,0,0.22
cd1a87bc9e,2034-12,0,0.01
cd210bc0c6,2034-10,0,0.19
cd2f3dbdaa,2034-12,0,0.12
cd3a91b253,2034-12,1,0.52
cd3fbdf17c,2034-12,1,0.42
cd45d810a8,2034-12,1,0.42
cd48ba9a94,2034-12,0,0.08
cd507c27f3,2034-12,0,0.04
cd514bfd09,2034-11,0,0.12
cd5518d4e6,2034-12,0,0.33
cd5cac2a60,2034-12,1,0.44
cd61e2b31e,2034-12,0,0.06
cd72a6d79d,2034-12,0,0.0
cd78ef3d1d,2034-12,0,0.05
cd7d73f79a,2034-10,1,0.38
cd926df786,2034-12,0,0.03
cda5ee377d,2034-12,0,0.31
cdad95331c,2034-12,0,0.05
cdb3b08a2b,2034-12,0,0.03
cdb46632d4,2034-12,0,0.01
cdb855ca68,2034-12,0,0.13
cdb8bc44bc,2034-12,0,0.01
cdba387d0f,2034-11,0,0.3
cdc34ea030,2034-12,0,0.02
cdc6801091,2034-11,1,0.45
cdce376bff,2034-10,0,0.19
cdd01d0116,2034-10,1,0.77
cdd38dd757,2034-11,0,0.13
cdd94df5a5,2034-11,0,0.04
cdde3aa781,2034-12,0,0.01
cde0073e53,2034-12,0,0.2
cde5d4c3af,2034-11,0,0.25
cde9d8026e,2034-12,0,0.01
cdf1ecde2f,2034-12,0,0.01
cdfbccde3b,2034-10,1,0.59
ce07ecc615,2034-12,0,0.08
ce18e33793,2034-12,0,0.08
ce1ac1c8ce,2034-12,0,0.01
ce1b96b8d4,2034-12,0,0.24
ce1ebe28e3,2034-10,1,0.5
ce1fde3187,2034-10,0,0.11
ce2eac910e,2034-12,0,0.02
ce3168313a,2034-10,1,0.4
ce3675664d,2034-12,0,0.0
ce3dd1be87,2034-12,0,0.2
ce4132e2e7,2034-10,0,0.32
ce526b4a01,2034-12,1,0.51
ce53968f3f,2034-10,0,0.08
ce54c1ba8f,2034-12,0,0.0
ce57e332db,2034-12,1,0.39
ce5ba702ff,2034-12,0,0.01
ce5fbc2eba,2034-12,1,0.41
ce61387781,2034-11,0,0.14
ce64583558,2034-12,0,0.1
ce7085086d,2034-12,1,0.64
ce751a64d2,2034-12,0,0.27
ce7a037e58,2034-12,1,0.37
ce7cbe1620,2034-12,0,0.02
ce8e81c6ff,2034-12,1,0.48
ceaba2c248,2034-12,0,0.26
ceae1dc60f,2034-10,0,0.35
ceb044467a,2034-12,1,0.68
ceb91af07e,2034-11,0,0.03
cebd298171,2034-12,0,0.1
cecbca6f07,2034-10,1,0.43
cee08a5acf,2034-12,0,0.21
cef1bb8e02,2034-10,1,0.5
cf022846c0,2034-12,0,0.2
cf229f2a7b,2034-11,1,0.5
cf252e3b78,2034-12,1,0.84
cf2531d36f,2034-12,1,0.38
cf2efed2f5,2034-10,1,0.59
cf40a6f888,2034-12,0,0.13
cf44b1cdf9,2034-12,0,0.13
cf4a32bccd,2034-10,0,0.24
cf4b010a3c,2034-12,0,0.03
cf5d3a771f,2034-10,1,0.57
cf65e72e47,2034-12,0,0.33
cf66cca723,2034-10,0,0.04
cf6940dfbf,2034-11,0,0.07
cf6e6d2fd1,2034-12,0,0.08
cf6e977a3f,2034-10,0,0.2
cf8959e1b9,2034-12,0,0.17
cfa90ad64f,2034-12,0,0.0
cfb2ac5b01,2034-12,0,0.19
cfb7cb4a83,2034-12,0,0.05
cfbbcacad8,2034-11,0,0.14
cfce0196a9,2034-12,0,0.0
cfce662753,2034-12,0,0.0
cfe0fe90ad,2034-12,0,0.04
cfe1a01180,2034-11,1,0.57
cfec01db04,2034-10,1,0.79
cffc816b69,2034-12,0,0.05
cffffe0350,2034-12,0,0.34
d00a143e6f,2034-11,0,0.32
d02526ef75,2034-12,0,0.01
d0261c8f15,2034-11,1,0.42
d03a6f0c2e,2034-10,1,0.51
d0411e6732,2034-12,0,0.0
d043541229,2034-12,0,0.03
d04b02d3e3,2034-10,1,0.48
d0553d3bfb,2034-12,0,0.09
d05bda7c58,2034-12,0,0.1
d05ee81587,2034-12,1,0.63
d0726cd09d,2034-12,0,0.0
d0784e9ffd,2034-12,1,0.67
d0827a99eb,2034-12,0,0.02
d087d4c321,2034-12,0,0.03
d088aad07f,2034-12,0,0.18
d099b797e4,2034-12,0,0.03
d09d547b62,2034-11,0,0.25
d0b35056de,2034-12,0,0.26
d0b3bbfb16,2034-12,0,0.19
d0ba2ab787,2034-12,0,0.0
d0bb4ac591,2034-12,1,0.7
d0bc71059c,2034-12,0,0.2
d0bd4daa3a,2034-12,0,0.05
d0c48ab3dd,2034-12,1,0.43
d0eaaef831,2034-11,0,0.2
d0ef9e3070,2034-11,1,0.43
d0f8b06e47,2034-12,0,0.0
d1054e46f4,2034-12,0,0.03
d106062440,2034-12,0,0.18
d107aa3a48,2034-12,1,0.44
d10e21838a,2034-12,1,0.6
d113317000,2034-12,0,0.17
d1280528c4,2034-12,0,0.09
d12b723b09,2034-12,0,0.09
d12ead587c,2034-12,0,0.01
d137efd7ce,2034-12,0,0.01
d13a606c6b,2034-12,1,0.76
d145d98f7d,2034-12,0,0.12
d149325612,2034-12,0,0.07
d14e4a288e,2034-12,1,0.52
d15286e5c6,2034-12,1,0.38
d1565d41c1,2034-12,0,0.33
d15c9278ae,2034-12,0,0.11
d15cf44504,2034-12,0,0.0
d170ca67b0,2034-12,1,0.36
d1746c5d38,2034-12,0,0.21
d1758da195,2034-12,1,0.45
d177db1c12,2034-12,0,0.02
d1807624c7,2034-12,0,0.27
d1960ce818,2034-12,0,0.27
d19ace624c,2034-12,1,0.65
d1b1f856d8,2034-11,0,0.14
d1b314272c,2034-12,0,0.15
d1c2fba6ae,2034-12,0,0.08
d1cd347c32,2034-12,1,0.77
d1cd49d08c,2034-12,0,0.1
d1d0f1feee,2034-12,0,0.05
d1e2a3fbd1,2034-12,1,0.8
d1fc857ddf,2034-12,0,0.01
d200906f03,2034-12,1,0.57
d20ea8fe66,2034-12,0,0.19
d21f41cb17,2034-12,1,0.73
d22825e494,2034-12,1,0.6
d22bfa1959,2034-12,0,0.02
d22e61f42d,2034-11,1,0.6
d237733f41,2034-12,1,0.45
d23b68f40b,2034-11,0,0.13
d23ecb43e5,2034-12,0,0.03
d25943c4a6,2034-12,0,0.27
d25b0058e3,2034-12,0,0.03
d26031ffa4,2034-11,0,0.04
d2616141c9,2034-11,1,0.5
d26c165d3d,2034-12,0,0.02
d26e4cd2d1,2034-12,0,0.02
d271473a02,2034-11,0,0.25
d271a45465,2034-12,0,0.02
d2829c44b9,2034-11,1,0.4
d28859afb1,2034-12,0,0.19
d28c6d9f20,2034-12,1,0.45
d292acf51e,2034-12,0,0.19
d296afac49,2034-10,1,0.92
d2995e8110,2034-12,1,0.36
d2a4b8a797,2034-12,0,0.03
d2aa496ce4,2034-12,0,0.26
d2ab7a1ae8,2034-11,0,0.33
d2af4031aa,2034-12,0,0.06
d2b074a4a8,2034-12,1,0.72
d2b16c5ac4,2034-12,0,0.15
d2b1c29324,2034-10,1,0.47
d2b35d1c10,2034-11,0,0.05
d2b3f1d3ae,2034-12,0,0.04
d2beb98b1b,2034-12,0,0.12
d2c0d56729,2034-12,0,0.01
d2d2fa2608,2034-11,0,0.1
d2d5e40c14,2034-12,0,0.35
d2ed74e083,2034-12,0,0.22
d2f35619e8,2034-12,0,0.03
d2f8023477,2034-11,1,0.63
d2f9eaf63f,2034-12,0,0.05
d3076841d1,2034-11,1,0.41
d313543003,2034-12,0,0.23
d32eef7b99,2034-11,0,0.05
d3307d9609,2034-12,0,0.0
d33cd30aaf,2034-10,0,0.27
d34562dbb1,2034-12,1,0.57
d34d266bd5,2034-12,0,0.01
d351c62966,2034-12,1,0.43
d356ce2949,2034-11,0,0.18
d357502ca8,2034-12,0,0.02
d3589849b2,2034-12,0,0.0
d35ede0768,2034-12,0,0.01
d37829289e,2034-10,1,0.45
d37c698598,2034-12,0,0.1
d37cf9561b,2034-12,1,0.49
d37df7e29b,2034-12,0,0.22
d37edd616a,2034-12,0,0.01
d3863d50c6,2034-11,0,0.27
d38ad77592,2034-12,1,0.66
d38c832f09,2034-12,0,0.0
d39594401a,2034-11,0,0.13
d396fd62e5,2034-11,0,0.22
d397df2aea,2034-12,0,0.03
d39fc69c28,2034-12,0,0.2
d3ac44ab6f,2034-12,0,0.06
d3afb45a0c,2034-12,0,0.0
d3b0f9273b,2034-12,0,0.0
d3b28c592b,2034-11,1,0.77
d3bf277a82,2034-11,1,0.45
d3c7bcb63a,2034-12,0,0.12
d3cf8d66d6,2034-12,0,0.09
d3db8e56ed,2034-12,0,0.01
d3e72f05e9,2034-12,0,0.35
d3e9e28f00,2034-12,1,0.46
d3f0b718b9,2034-12,0,0.3
d3f1ccadfb,2034-12,0,0.05
d3f5ad6841,2034-11,0,0.21
d3fb04e9f0,2034-12,0,0.24
d3fc3ec948,2034-12,1,0.54
d402cb7113,2034-12,1,0.88
d4042daf94,2034-11,0,0.3
d411407fc5,2034-12,0,0.13
d415c98c96,2034-12,0,0.07
d41dbb4bfc,2034-11,0,0.09
d4386e92a7,2034-12,0,0.27
d43cfa60ba,2034-12,1,0.73
d443463758,2034-12,0,0.3
d44574fb22,2034-12,0,0.07
d4595a68e5,2034-10,1,0.39
d45af590bb,2034-12,0,0.12
d474d420b3,2034-12,0,0.01
d47c33f642,2034-12,0,0.12
d47c3609eb,2034-12,1,0.36
d48039bd17,2034-10,0,0.25
d48d7a0a3a,2034-11,1,0.8
d48f972fee,2034-12,0,0.05
d49abb0b29,2034-12,1,0.7
d4bd3b35c3,2034-12,0,0.12
d4c619103f,2034-12,1,0.58
d4ca2b0a02,2034-12,0,0.02
d4d26dfab6,2034-11,1,0.39
d4d9531694,2034-10,0,0.07
d4e2c8a526,2034-11,1,0.83
d4fd546a96,2034-12,0,0.03
d4fe199c23,2034-11,0,0.03
d4ff16f71b,2034-10,0,0.22
d503cb6f1c,2034-12,0,0.0
d52223d7fc,2034-12,0,0.13
d522a2e26a,2034-11,0,0.18
d522d0a678,2034-12,0,0.02
d52d183d5c,2034-10,1,0.69
d5414778fc,2034-11,1,0.42
d5478cc51d,2034-12,0,0.13
d54d4f6fc1,2034-12,0,0.04
d55312b0d7,2034-12,0,0.19
d554cf076c,2034-12,1,0.91
d5592cfb26,2034-10,1,0.78
d55c5270b5,2034-12,0,0.0
d5606ebb9c,2034-12,1,0.72
d56a02eecb,2034-11,0,0.04
d5740b9da2,2034-12,0,0.01
d57579ff77,2034-11,0,0.12
d5801805f4,2034-12,1,0.93
d5927c4d08,2034-12,0,0.0
d593a424d4,2034-12,1,0.52
d5999526ad,2034-12,0,0.0
d599d421e9,2034-12,0,0.01
d59ca84a06,2034-11,0,0.08
d5bc2a0791,2034-12,0,0.01
d5cdfe0f4b,2034-10,1,0.38
d5e0820cbc,2034-11,1,0.62
d5e2e441b5,2034-12,0,0.2
d5e34e5209,2034-10,0,0.11
d5f18c738b,2034-12,0,0.09
d600e9e369,2034-10,0,0.02
d603d0a9eb,2034-12,1,0.43
d620f4e35f,2034-12,0,0.27
d624b7460f,2034-12,0,0.09
d63cfb49bd,2034-12,0,0.03
d63eca0b63,2034-11,1,0.51
d6450deef4,2034-11,1,0.37
d64d27b68e,2034-12,0,0.0
d65fb0fc42,2034-12,1,0.54
d65fda5cdd,2034-12,0,0.11
d6610eaab0,2034-12,1,0.56
d671ba8abe,2034-12,1,0.37
d68697eebd,2034-11,1,0.66
d690b29c4c,2034-12,0,0.15
d6989a6fb5,2034-12,0,0.04
d69d264f53,2034-11,1,0.57
d6a2c3c051,2034-12,0,0.06
d6a339ccfa,2034-12,0,0.01
d6a3488078,2034-12,0,0.03
d6b1ca0a95,2034-12,1,0.57
d6b5f72e7d,2034-12,0,0.25
d6b82c50ab,2034-12,1,0.39
d6c2aa0aaa,2034-12,0,0.2
d6d3244b90,2034-12,0,0.05
d6de2ca173,2034-11,1,0.44
d6de489b46,2034-10,1,0.53
d6e29ac2a4,2034-10,1,0.57
d6e9fc74c2,2034-12,0,0.19
d6fe440e06,2034-12,0,0.0
d708457b86,2034-12,0,0.34
d70c650818,2034-12,0,0.05
d70f3676bf,2034-12,0,0.0
d7103eb93e,2034-12,0,0.2
d710acabe2,2034-12,0,0.01
d7118985e6,2034-12,1,0.39
d719835aa8,2034-10,1,0.92
d7211bd6dd,2034-12,0,0.01
d7366b3a15,2034-12,0,0.11
d74138aea4,2034-12,0,0.06
d7432478c8,2034-12,0,0.16
d74435caa4,2034-11,1,0.92
d745b84596,2034-10,0,0.02
d747ed58d3,2034-10,1,0.35
d74bb18e1f,2034-10,0,0.24
d7590b95eb,2034-12,1,0.39
d76421aa91,2034-12,1,0.49
d7807b8969,2034-12,0,0.0
d797b5c7f2,2034-12,0,0.15
d79bbb9bfb,2034-11,0,0.08
d79f83a14a,2034-10,0,0.32
d7a411a771,2034-12,1,0.62
d7a47b662d,2034-11,0,0.09
d7a748a09a,2034-12,1,0.39
d7ad955058,2034-12,0,0.11
d7b2febe4b,2034-12,1,0.71
d7b8a3a6f5,2034-12,0,0.0
d7b92f090e,2034-12,1,0.46
d7be5b9b5a,2034-10,0,0.02
d7c6c5514d,2034-12,0,0.01
d7cafbb0c6,2034-12,0,0.13
d7e0722f11,2034-12,0,0.0
d7e8f54b0e,2034-12,0,0.13
d7efd48586,2034-12,0,0.29
d7f347c488,2034-12,1,0.62
d813a17342,2034-12,1,0.75
d818a4724e,2034-11,1,0.72
d81b0242ff,2034-11,1,0.53
d82a379a4c,2034-12,1,0.58
d834ff174b,2034-12,0,0.27
d843fa9a9a,2034-12,0,0.31
d846cc2ae8,2034-10,0,0.3
d85733d831,2034-12,0,0.04
d858a138ab,2034-11,1,0.51
d868baf0c3,2034-11,0,0.11
d8698e7cd7,2034-10,1,0.8
d869c07b60,2034-12,0,0.27
d86c6a093b,2034-10,1,0.68
d87788a4a7,2034-11,0,0.04
d87c92998d,2034-10,1,0.54
d88a2b30c7,2034-12,0,0.03
d88ba505b5,2034-12,0,0.01
d892470ff2,2034-12,0,0.05
d8926b5e50,2034-12,1,0.94
d893f8f6c0,2034-12,0,0.08
d8a48337de,2034-10,1,0.64
d8ab4cd439,2034-12,1,0.62
d8c6ba53af,2034-12,1,0.47
d8cd57aab1,2034-12,1,0.56
d8cfa37416,2034-12,1,0.38
d8d0df4c96,2034-12,0,0.07
d8dd844b5e,2034-12,0,0.01
d8df974fb2,2034-11,0,0.24
d8ebf7cce8,2034-12,0,0.11
d8ed734abf,2034-12,0,0.01
d8f1191c22,2034-12,0,0.01
d8f397cde5,2034-11,0,0.35
d8fb544338,2034-12,0,0.06
d8fcb2ae67,2034-10,1,0.6
d902d66f15,2034-12,0,0.12
d9093df119,2034-10,0,0.08
d90f473c91,2034-11,1,0.43
d9114f26a1,2034-12,1,0.46
d912c1e505,2034-12,0,0.15
d91b6c0874,2034-12,0,0.3
d91d9c9ce2,2034-12,0,0.0
d92181df26,2034-10,1,0.54
d9257228fa,2034-11,0,0.13
d9373419d3,2034-12,0,0.19
d938bfbf4b,2034-12,1,0.36
d94d29e5b3,2034-12,0,0.01
d94d5de6e0,2034-12,0,0.02
d9550e2f43,2034-11,1,0.51
d9697fd754,2034-12,0,0.04
d97812dcf7,2034-12,0,0.0
d97f6677c9,2034-12,0,0.09
d9817722c1,2034-12,0,0.32
d98e905cfc,2034-12,1,0.71
d9a07c16fa,2034-10,1,0.71
d9ad99fb6b,2034-11,0,0.18
d9bb0bdd74,2034-12,0,0.01
d9c4640c69,2034-11,1,0.42
d9c961837d,2034-12,0,0.0
d9cdd095e6,2034-12,0,0.0
d9de4c3fe7,2034-12,0,0.02
d9e01bf83e,2034-11,1,0.88
d9e40a002a,2034-12,0,0.01
d9edc4e031,2034-11,1,0.87
d9ef056ca9,2034-10,1,0.65
d9f358a134,2034-12,0,0.02
d9f9be6f87,2034-12,1,0.64
d9fec9fd55,2034-11,0,0.16
da09765cea,2034-12,0,0.11
da13eecd88,2034-10,0,0.14
da2de93be1,2034-12,0,0.06
da40214160,2034-12,1,0.83
da46cb743d,2034-12,0,0.06
da5008a4ad,2034-12,0,0.24
da5013aadd,2034-12,0,0.17
da5467cf3e,2034-12,1,0.44
da6655a9c5,2034-10,1,0.73
da7a549069,2034-12,1,0.49
da896361f7,2034-10,1,0.86
da8be97fc8,2034-11,1,0.61
da8c79288c,2034-12,0,0.01
da8ce061a5,2034-11,1,0.78
da915e055e,2034-12,1,0.67
da91f7ef50,2034-10,1,0.65
da95397f18,2034-12,0,0.01
da99642b25,2034-12,0,0.17
dab48942d7,2034-11,0,0.32
dab7e5d6f4,2034-12,0,0.0
dac6b93931,2034-12,0,0.05
dad4d31a93,2034-12,1,0.58
dad93455f9,2034-12,0,0.16
dae24bf127,2034-12,1,0.37
dae7bbc23a,2034-12,0,0.0
dae91d7cc6,2034-12,0,0.02
daef3f3a89,2034-12,0,0.04
daf5bf8a38,2034-12,0,0.26
daf7e64a6d,2034-12,0,0.26
dafa55d854,2034-12,0,0.06
dafd2e0316,2034-12,0,0.11
db007b91ab,2034-12,0,0.03
db10b9ee78,2034-12,0,0.09
db14c67395,2034-10,1,0.77
db19f4eaa5,2034-12,1,0.42
db1a3a0e68,2034-12,0,0.08
db449553e9,2034-12,0,0.33
db49af29aa,2034-11,1,0.57
db4e60ce90,2034-12,0,0.17
db589dbd60,2034-10,1,0.81
db5f94f90c,2034-12,1,0.8
db6026c80b,2034-12,0,0.07
db647800ac,2034-12,0,0.2
db7228e38e,2034-12,1,0.78
db747981a0,2034-12,0,0.02
db8171176b,2034-12,0,0.02
db857bdf9f,2034-11,0,0.34
db9443182f,2034-12,0,0.01
db9d91a89d,2034-12,0,0.02
db9fbc1b01,2034-12,0,0.0
dbb617c475,2034-12,0,0.07
dbbc23a843,2034-12,1,0.48
dbc109f99a,2034-12,0,0.03
dbc8d25ef2,2034-12,0,0.33
dbc970bc37,2034-11,0,0.01
dbca40584f,2034-12,1,0.67
dbd29180a3,2034-12,0,0.01
dbd615f993,2034-12,0,0.0
dbde7af62f,2034-12,0,0.07
dbedae1d8e,2034-12,0,0.01
dc0d23e88d,2034-12,0,0.01
dc11488e7c,2034-12,1,0.68
dc14b7de2f,2034-12,1,0.45
dc1f5ee4de,2034-12,0,0.13
dc32ec7a13,2034-11,0,0.27
dc372884f6,2034-12,1,0.36
dc3a8df00b,2034-12,0,0.15
dc5124f890,2034-12,0,0.05
dc5c9957b8,2034-11,0,0.02
dc5ec77530,2034-10,1,0.44
dc640a7eb2,2034-12,0,0.02
dc6610d4a3,2034-12,0,0.04
dc6d278f8a,2034-12,0,0.06
dc70916772,2034-11,1,0.52
dc7cdcc364,2034-12,0,0.02
dc7cff84a9,2034-12,1,0.72
dc8986207c,2034-12,0,0.06
dc95e2dd89,2034-10,0,0.05
dc96cb7579,2034-12,0,0.01
dc9b232c69,2034-12,0,0.04
dca21bd0d4,2034-12,0,0.02
dcacbd4d49,2034-12,1,0.36
dcb15174b2,2034-12,0,0.04
dcb392770a,2034-12,1,0.74
dcb9c7ed5d,2034-11,1,0.5
dcc5a5d9dc,2034-10,0,0.32
dcce344e76,2034-12,0,0.03
dccf8ef3ef,2034-12,0,0.0
dcd1d1b52a,2034-12,0,0.14
dce183f71f,2034-12,0,0.0
dcf9b2c6dc,2034-12,0,0.01
dcfb1e519e,2034-12,0,0.12
dd0dd623f0,2034-12,0,0.17
dd10681565,2034-12,0,0.05
dd147e3ff8,2034-12,0,0.25
dd154ded53,2034-11,0,0.03
dd270df27c,2034-12,1,0.46
dd2910334b,2034-12,0,0.12
dd362be59c,2034-12,1,0.81
dd42ddd928,2034-12,0,0.02
dd4b5a7a3a,2034-12,0,0.25
dd6c605740,2034-12,1,0.43
dd6d14f68c,2034-12,0,0.03
dd79d694ca,2034-12,0,0.0
dd7b4b98e3,2034-12,1,0.89
dd81923717,2034-12,0,0.11
dd86734b20,2034-12,1,0.71
dd89fe7b7a,2034-12,0,0.01
dd8a1efb04,2034-10,1,0.39
dd9078c2fb,2034-11,1,0.45
dd91812234,2034-11,1,0.9
dd9446c938,2034-12,0,0.05
dda784a967,2034-12,0,0.04
ddb54d4a4d,2034-12,0,0.06
ddbf79f790,2034-12,0,0.0
ddc0473b57,2034-10,1,0.36
ddcf3dd757,2034-12,0,0.0
ddd1be8879,2034-12,0,0.24
ddd9091254,2034-12,0,0.06
ddde9abda3,2034-11,0,0.32
dde986e367,2034-12,0,0.03
ddec7b1d3b,2034-11,1,0.46
ddfc822d8f,2034-10,0,0.31
ddfced2daa,2034-11,0,0.01
de04c77052,2034-12,0,0.01
de1530768f,2034-12,0,0.02
de15742358,2034-12,1,0.68
de2b43a244,2034-12,1,0.43
de32d17c09,2034-10,0,0.12
de42661aaf,2034-12,0,0.02
de44c5b709,2034-12,0,0.29
de63ed471d,2034-10,0,0.22
de6aa2fc39,2034-12,1,0.57
de6fe95530,2034-12,0,0.18
de85345bfe,2034-12,1,0.76
de886dd694,2034-12,0,0.28
de8bb88342,2034-12,0,0.13
de8db4174c,2034-11,0,0.14
de90cc2114,2034-12,0,0.3
de93867111,2034-12,0,0.03
de950ffe1e,2034-12,0,0.01
de9bdcb6ff,2034-12,0,0.02
de9e1d8b04,2034-12,0,0.13
de9e4801de,2034-12,0,0.0
deb0d096c9,2034-10,1,0.6
deba45ee3e,2034-10,0,0.34
debd5aee92,2034-10,1,0.74
debf351d95,2034-12,0,0.17
dec909c7ee,2034-12,0,0.22
dec93d262d,2034-10,0,0.15
dece341c80,2034-12,0,0.26
ded82941f3,2034-12,1,0.4
dedd6755f7,2034-12,0,0.04
dee97ba635,2034-12,1,0.62
dee9e0374a,2034-12,0,0.15
defd590201,2034-11,1,0.84
df01afd9cb,2034-12,0,0.34
df1abe947b,2034-12,0,0.01
df1dd4eb5f,2034-12,0,0.18
df20e5cc52,2034-12,0,0.21
df20f7aee0,2034-12,0,0.11
df29aa0fd7,2034-12,0,0.19
df29c811ba,2034-12,0,0.05
df2d1e002b,2034-12,0,0.18
df39a04388,2034-10,1,0.5
df4d647cbf,2034-12,1,0.35
df53fef8b0,2034-10,0,0.23
