merchant,category
bac2d09e1b,Average
bac3d884e0,Low Volume
bac897656b,Single Tx
bacda18626,Average
baeebf8f7a,Average
bafa22d372,Average
bb03901c5c,Average
bb042d1cab,Low Volume
bb049cdeff,Average
bb08f5705d,Average
bb08fb7f90,Average
bb12181469,High Vol: Low Tx Amount + High Freq
bb13261006,High Vol: High Tx Amount + Low Freq
bb14e218cf,Average
bb1524510e,Average
bb1b0e00b4,Average
bb203e0dc5,Average
bb231b402e,Average
bb236171d4,Average
bb2a26b00f,Average
bb2d4a11a8,Low Volume
bb3a5c8da9,Average
bb3cbe1249,High Vol: High Tx Amount + Low Freq
bb405b79e9,Average
bb43b0033d,Average
bb43c13152,Average
bb4c63faea,Low Volume
bb54ade8d2,Average
bb56caef41,Average
bb5e00696b,Single Tx
bb646358ec,Average
bb6b823a00,Average
bb734be309,Single Tx
bb74d49d5f,Average
bb78b211d4,Low Volume
bb808ca15e,High Vol: Low Tx Amount + High Freq
bb8670a69b,Average
bb8a27bd5b,Average
bb8d1052b7,Very Low Volume
bb8f2691a6,Average
bb998f215a,Very Low Volume
bb9cacf2f6,Average
bb9ea862b1,Low Volume
bba7e68338,Average
bbaa381791,Average
bbabc0779a,Low Volume
bbb48921d7,Average
bbbc8c98b6,Average
bbbdf6df46,High Vol: High Tx Amount + Low Freq
bbce491804,Average
bbd90e3acc,High Vol: High Tx Amount + Low Freq
bbdef9e1c7,Average
bbe5c3f78f,Average
bbedde6686,Average
bc02ceb4f7,Average
bc0950be57,Low Volume
bc0a38a6ab,Average
bc0ab34d1b,Very Low Volume
bc0eb87e2f,Average
bc14c2932b,Very Low Volume
bc153e3bed,High Vol: Low Tx Amount + High Freq
bc154f0e6e,Average
bc1d715a8d,Average
bc2085ff69,Average
bc23a52c8d,Average
bc2db3f002,Average
bc314aa680,Average
bc458c4521,Average
bc4aee28ab,Average
bc50b29925,Very Low Volume
bc549b2990,Low Volume
bc55e14354,Average
bc588a2032,Average
bc59ec318f,Average
bc5b736c9d,Low Volume
bc62cafefe,Single Tx
bc66ddca2c,Very High Volume
bc67820073,Low Volume
bc688d4b7d,Average
bc6db5792b,Low Volume
bc6e97ec09,Low Volume
bc6fba4db3,Average
bc82236c9c,High Vol: High Tx Amount + Low Freq
bc8d6ff3b7,Average
bc966e28cf,Average
bca2aaacf7,Average
bca63c7a9f,Average
bca977ad28,Very Low Volume
bcaacac2de,Average
bcaf81b7a3,Average
bcb4bad247,Average
bcb5d3e4a2,Average
bcb6343fb3,Average
bcb99f95ef,Very Low Volume
bcbf771f82,Average
bcbfcded45,Average
bcbfecfd97,Average
bcc24336e5,Average
bcc6e80841,Low Volume
bcc9763105,Average
bccf771b7a,Average
bcd829f0b0,Average
bcdaa14ae2,Average
bce06e1dda,Low Volume
bce402eeee,Very Low Volume
bce85a1d96,Low Volume
bceda795b9,Average
bcef097ef1,Average
bcf179ceea,Very Low Volume
bcf65d30b9,Very Low Volume
bcfaf1a48b,Very Low Volume
bcfeec90de,Average
bd0fc73b95,Low Volume
bd11d7ce4a,Low Volume
bd1f48f3d2,Average
bd27bba698,Low Volume
bd292a723b,Very Low Volume
bd2a9208c6,Average
bd2b3d4bf8,Average
bd2ef4aad3,Average
bd307f56aa,Average
bd32b06006,Average
bd34bad9c6,Average
bd3679e0b3,Low Volume
bd39e56ffb,Average
bd3de63c41,Average
bd3e74cd0d,Average
bd3fbcc085,Average
bd4075e68c,Very Low Volume
bd42876690,Low Volume
bd429ea136,Average
bd42f305c6,Low Volume
bd4d2de69d,Average
bd4ee94f64,High Vol: Low Tx Amount + High Freq
bd4f988545,Average
bd53e608c0,Low Volume
bd54863c63,Average
bd55ac1428,High Vol: High Tx Amount + Low Freq
bd5e64b10f,Low Volume
bd60527638,Single Tx
bd61386e7c,Average
bd686adc51,Low Volume
bd6be9c660,Average
bd6efc9f24,High Vol: High Tx Amount + Low Freq
bd71d07c8b,Average
bd798d3f09,High Vol: High Tx Amount + Low Freq
bd7c296291,Average
bd8a2fc5c4,Average
bd8cea3a2b,Low Volume
bd9abd1121,Low Volume
bd9b493331,Average
bd9fb0a94f,Average
bda4eabead,Average
bdaadcce74,Average
bdacfa55db,Average
bdad90e162,Average
bdaed5cb03,Very Low Volume
bdb96249dc,Average
bdc74a6fc8,Average
bdc87892bd,Single Tx
bddb4780be,Single Tx
bde1ffabe3,High Vol: High Tx Amount + Low Freq
bde2a710bc,Low Volume
bde3121570,Very Low Volume
bde5087a7b,Average
bdebc6831e,Very High Volume
bdee2d6e22,Average
bdf02e213a,Average
bdf1d16247,Average
bdf3498642,Average
bdf4f45ff3,Single Tx
bdf50db7c4,Low Volume
bdf98aa9da,Average
be02f21a0d,Average
be0366bf3a,Low Volume
be07ec988e,Low Volume
be080614ba,Single Tx
be092f2dd9,Average
be0d9c611f,Very Low Volume
be1247f951,Low Volume
be137b7eb9,High Vol: High Tx Amount + Low Freq
be1ce5ab3d,Average
be1db5ccff,Very Low Volume
be1dfb2522,Low Volume
be291cd3f2,Low Volume
be291f4ce9,High Vol: High Tx Amount + Low Freq
be2bd29be2,Average
be31efc839,Low Volume
be36a33684,Average
be36e6226e,Low Volume
be375abbcb,Average
be37ff6f18,Very Low Volume
be3e5c88a2,Low Volume
be42540717,Very Low Volume
be43a6d653,Average
be56ca6000,Very Low Volume
be622d1367,High Vol: Low Tx Amount + High Freq
be6590c8e8,Average
be71e1c781,Average
be7413cc99,Average
be7e07ab4d,Average
be88356736,Average
be943607ed,Average
bea2d6d39c,Average
bea3e57786,Low Volume
bea4f2641d,Average
bea9f2ab91,Low Volume
beaa09cfac,Very Low Volume
beaf6e45b6,Average
beb153f2da,Average
beb1ee8f11,Low Volume
beb598807c,Average
beb6636fa5,Average
beba87c6f1,Low Volume
bec684c08a,Average
bec6c6dd89,Average
bec7ae0fdd,Average
bececa31dd,Low Volume
becf571ef6,Average
bed2f9c0f4,Average
bed33c2ab8,Average
bed56bfec9,Low Volume
bedaed7baa,High Vol: Low Tx Amount + High Freq
bedb8c5a26,Average
bedcf9bab6,Average
bedf1db4a1,Low Volume
bedf949de3,Average
bedfc70c5e,Average
bedfda5d8a,Average
bee89188c6,Average
bef3c6dbc0,Average
befc0ee479,Low Volume
befcd7399e,Low Volume
bf006fb2c4,Single Tx
bf06942934,Low Volume
bf08630181,Average
bf0912c499,Average
bf0a1d6e7c,Average
bf0f7c77f4,Low Volume
bf14eece51,Average
bf150725a3,Single Tx
bf15756f8d,Average
bf1ea24acf,Average
bf24315466,Average
bf3247133b,Low Volume
bf325858a3,Average
bf3adc84ca,Average
bf414df97e,Average
bf42f3df6a,Average
bf456d8bef,Average
bf487742ba,Average
bf491632cb,Low Volume
bf519259d0,Low Volume
bf532b22c1,Very Low Volume
bf5b427528,Low Volume
bf5d363f23,Average
bf629e0b83,Single Tx
bf63afaaee,Average
bf6837247a,Average
bf74ed1798,Single Tx
bf7c211b4d,Low Volume
bf7d3a8e11,Average
bf802c607b,Average
bf82bfb0f4,Very High Volume
bf82de5604,Single Tx
bf88f7bcfb,Average
bf9207e04e,Average
bf921c897c,Average
bf95d481e4,Single Tx
bf9790ed55,Average
bf9cc45d48,Average
bf9e38231e,Average
bf9eaac3e5,Low Volume
bfa1275188,Low Volume
bfa40cb482,Single Tx
bfa4c06a01,Low Volume
bfa528992f,Low Volume
bfa8caf84d,Average
bfa99b4866,Single Tx
bfb64a3129,Average
bfb65cb11e,Average
bfb6ce181f,Average
bfbb6b100b,Average
bfbf181e23,Low Volume
bfbf49f40d,Single Tx
bfbfa72d8c,Low Volume
bfcb9d912f,Average
bfcc289f09,Average
bfd255b5f6,Average
bfd6d62bc1,Single Tx
bfd755d6f4,Average
bfdcdb1ffa,Average
bfe2d202e6,Average
bfe8e8c263,Low Volume
bfeaf271f6,Average
bff1fb9031,Average
c0044fed47,Low Volume
c0069ecedf,Average
c006fca87c,Average
c00b195b45,Single Tx
c00c18c994,Low Volume
c00c7919c1,Single Tx
c013d5d07e,Very Low Volume
c015db9b8d,Average
c01b2bc14e,High Vol: High Tx Amount + Low Freq
c01b5d5129,Average
c02d8cf151,Very Low Volume
c02e3ecfd5,Average
c02e4b99b2,Average
c02ee593b2,Average
c033696d53,Low Volume
c036c693a1,Average
c03ddba1e0,Average
c049653e9a,Low Volume
c04fc62987,Average
c0525b14d7,Single Tx
c052a8b964,Very Low Volume
c05320be7a,Average
c05f6c5b27,Average
c0747d5ce1,High Vol: High Tx Amount + Low Freq
c07ae24223,Average
c07cb247bf,Average
c07d23f921,Very Low Volume
c07ee953b7,Average
c0887ec055,Average
c08a61ab21,Average
c08ad36259,Average
c08d566691,Average
c090100436,Average
c09211dc5a,Average
c09c0a7e68,Low Volume
c0a43d994f,Very Low Volume
c0a51498ae,Average
c0abf5aaee,Average
c0b04c3868,Very Low Volume
c0b071ee34,Low Volume
c0b21b9d83,Average
c0bc735c2e,Average
c0be579b77,Average
c0c6240112,Average
c0c74c2f8d,Average
c0cb240f31,Low Volume
c0cb992a76,Low Volume
c0ccf7a63e,Low Volume
c0d354887d,Average
c0dac674c6,Low Volume
c0e1f25e07,Average
c0e8482664,Very Low Volume
c0ef0db723,Low Volume
c0f6d7004e,Average
c10159e30d,Single Tx
c10a3a319d,Single Tx
c1131940cd,Average
c11d0b8f5d,Low Volume
c11d54aed7,Single Tx
c125a6d031,Average
c125d2db00,Average
c12802446e,Low Volume
c12b821260,Low Volume
c138f2644e,Average
c14634a0f5,Low Volume
c1477e5b51,Average
c14fef4fb5,Very Low Volume
c152c5d868,High Vol: Low Tx Amount + High Freq
c15366b83f,Single Tx
c169a163e0,Average
c16ef6a8f0,Average
c1709cfcbf,Low Volume
c171c91144,Average
c171e7bbca,Low Volume
c1738f3dc3,Average
c173c6db43,Average
c186e4cfc6,Average
c18bd5a8b5,Average
c191935f19,Low Volume
c19489d75a,High Vol: Low Tx Amount + High Freq
c1997edac6,Low Volume
c19bcf50f8,Very Low Volume
c1a283eeb4,Average
c1aa14467d,Average
c1b1babb25,Average
c1b6035eb3,High Vol: Low Tx Amount + High Freq
c1bb618375,Average
c1be6ebbf0,Average
c1c342ffe4,Average
c1c42030d3,Low Volume
c1c44d3f0b,Low Volume
c1c983e325,Average
c1ceffa57f,Average
c1cfa2b32b,Average
c1d4811225,Very High Volume
c1d72832d0,Average
c1d94c0abf,Average
c1da8b0ac4,Average
c1e1bc32d1,Average
c1e726d36c,Low Volume
c1e728e3e4,Average
c1ea484640,Low Volume
c1ec451624,Average
c1edf5817a,Low Volume
c1efe82567,Average
c1f4eea6f2,Average
c1f79f0ffe,Low Volume
c1f7c2ca72,Average
c1fb011b3a,Average
c1fc93be00,Average
c1febdcb4d,Average
c200739b42,Average
c201e90415,High Vol: High Tx Amount + Low Freq
c202cbd209,Average
c219a0140f,Average
c21bfda058,Average
c2258caf60,Average
c22628837f,Low Volume
c230ad8c0c,High Vol: Low Tx Amount + High Freq
c231cd61ff,Single Tx
c2363d7c51,Low Volume
c2474074e3,Average
c24bd3ef8d,Average
c256340e14,Average
c256cad47e,Single Tx
c2625f020a,Average
c276bb33f0,Average
c278390fe8,Average
c27b76233b,Average
c27e3d0ce6,Average
c2803cfe35,Average
c280ec02f9,Average
c281ded8bd,Average
c283250905,Low Volume
c2881c8a6e,Low Volume
c28873f7eb,Low Volume
c28966f78d,Single Tx
c299a215f2,Average
c2a4a98548,Average
c2a58cf5f6,Average
c2a7ffa671,Low Volume
c2a961f924,Low Volume
c2a9e3ae29,Average
c2b22298b4,Low Volume
c2b391c5b6,Average
c2ba96ca90,Low Volume
c2c5878233,Average
c2ccf72d03,Single Tx
c2d2ec45b4,Average
c2d3500827,Average
c2d6cffcd1,Average
c2e7112343,Average
c2f8848957,Average
c2ff322a10,Average
c2ffc1f4e2,Average
c3003c7654,High Vol: Low Tx Amount + High Freq
c30182bd1c,Low Volume
c305c5b415,High Vol: High Tx Amount + Low Freq
c308420c4f,Average
c30a1608ae,Low Volume
c30cef65b9,Average
c30d95b6d3,Average
c31487dda7,Average
c314e2d498,Single Tx
c32bb97f41,Very Low Volume
c330011739,High Vol: High Tx Amount + Low Freq
c330580e22,Average
c33df91491,Low Volume
c34200262a,High Vol: Low Tx Amount + High Freq
c34ccfed1f,Low Volume
c3533deb00,Average
c359cb2d63,Single Tx
c35a0d8730,Very Low Volume
c35aa086f6,Average
c369abe9cf,Average
c36a72ff52,Average
c36da748a3,Average
c3708973fe,Average
c372bd6de6,Average
c37c9bb79a,Single Tx
c37d351881,Single Tx
c385153dd1,Average
c3859b3d55,High Vol: High Tx Amount + Low Freq
c3945ad59b,Single Tx
c394e41c50,Average
c39ba46274,Average
c39ed430f5,Average
c3a0cc2636,Average
c3a4367072,High Vol: Low Tx Amount + High Freq
c3a4880850,Average
c3ae625cc2,High Vol: High Tx Amount + Low Freq
c3b26a62ff,Average
c3bbbd79df,Single Tx
c3c15508a1,Single Tx
c3c25e4e34,Average
c3c4f499f9,Average
c3c6fd00e4,Average
c3c7159ad3,Single Tx
c3cd549f55,Average
c3d47275e0,Low Volume
c3d5bb5460,Very Low Volume
c3e8c8cb00,Low Volume
c3ea8562a9,Low Volume
c3eae376dd,Average
c3ed46ee51,Low Volume
c3ee9a4a3e,Average
c3f736b5fb,Average
c3ff7ac782,Low Volume
c40a807bf0,Average
c40ad040a9,Low Volume
c40aec1bc5,Low Volume
c4136b4313,Low Volume
c41395b47a,Average
c4149c1202,Average
c419c8cedf,Very Low Volume
c41c581055,Average
c428d3a2ef,Very Low Volume
c42a52afff,Very Low Volume
c42fcd411d,Average
c436ee9540,Average
c4387a1b16,Single Tx
c43a30ff80,Single Tx
c43adc617b,Average
c43fbc45ad,Single Tx
c440c615c5,Average
c4420fb75a,High Vol: Low Tx Amount + High Freq
c44650f70d,Low Volume
c4563f80f4,Low Volume
c45e7edc77,Single Tx
c45ece9973,Average
c461249782,Average
c4617b2635,Average
c462074b19,Average
c46304156f,Average
c468919c8b,Average
c468a3a05d,Average
c473159d77,Average
c473d5a399,Average
c47421c18f,High Vol: Low Tx Amount + High Freq
c47fddd7aa,Average
c4803fe88b,Average
c483d0c98f,Low Volume
c485402c7b,High Vol: Low Tx Amount + High Freq
c48795eb6e,High Vol: High Tx Amount + Low Freq
c493870d33,Very Low Volume
c49be69a5d,Low Volume
c49c416971,Average
c4a0dafe51,Single Tx
c4a349156c,Low Volume
c4a6bf9cac,Average
c4a96bfb20,Average
c4ae785287,Average
c4aea6269f,Average
c4af873344,Average
c4b6c65478,Low Volume
c4b8859262,Average
c4b92d2231,High Vol: Low Tx Amount + High Freq
c4be6a4c94,Average
c4bef99368,Very Low Volume
c4bf0eb51d,Single Tx
c4bfa1fc6b,Average
c4c24e6173,Average
c4c5339914,Low Volume
c4d67b1390,Average
c4d9e6e8a2,High Vol: Low Tx Amount + High Freq
c4dedd5723,Average
c4e71ca44b,Average
c4eb3c5579,Average
c4ed30cbff,Average
c4fa2d6602,Average
c5033f928c,Single Tx
c50b97c8fc,Average
c5179457b2,Average
c51998ad01,Average
c519e70258,Average
c51d263e9d,High Vol: High Tx Amount + Low Freq
c52360eb9b,Single Tx
c523d9d1e0,Average
c5250d77c1,Average
c526aa63b6,Average
c52b629c84,Very Low Volume
c53057c9d8,Low Volume
c5322496f4,Average
c535a3cf4e,Average
c53645c9da,Average
c536beda2e,Average
c53b25344e,Average
c54187f7a3,Low Volume
c5441f9ad8,Low Volume
c548ae12c6,Single Tx
c550d62927,Average
c55334a320,Single Tx
c55a484d58,Very Low Volume
c55aa09955,Average
c5600bffc3,Average
c56239ba8a,Average
c568c58825,Average
c56a13a6a1,Average
c56f414427,Average
c56fbcbe5d,Average
c5778d349f,Average
c57a40bacd,Average
c5863edd5b,Average
c58807b3f4,Average
c58cb36e8d,Average
c5990e76e7,Average
c59ce7d231,Low Volume
c59e1b4bfc,Low Volume
c5a6c959ed,Low Volume
c5a870ec61,Low Volume
c5ab5cb719,Average
c5b09bf41e,Very High Volume
c5b361a6a6,Low Volume
c5b97d4d65,Average
c5c60a56f2,Average
c5c61b0222,High Vol: High Tx Amount + Low Freq
c5c97c665e,Very Low Volume
c5cb9d15df,Very Low Volume
c5cc275f3f,Low Volume
c5d47cc775,Single Tx
c5d93f5630,Average
c5dc0096e4,Single Tx
c5dc7fd6a4,Average
c5e183a550,Low Volume
c5e2be2ee8,Very Low Volume
c5e98bfe00,Single Tx
c5eaa8c154,Average
c601286440,Average
c6129b06d6,Average
c6190ac006,Single Tx
c6193d50ae,Average
c61ca24bf0,Average
c61e3e7f83,Average
c61ff2a8a9,Low Volume
c62885e90f,Low Volume
c62a6d7d37,Average
c62c34b803,Average
c62f1730f1,High Vol: High Tx Amount + Low Freq
c632bd590c,Very High Volume
c63be7b833,High Vol: High Tx Amount + Low Freq
c641c6062d,Average
c64346cc69,Average
c6445c359e,Low Volume
c64479d00a,Average
c645c0e500,Average
c64a3d5ec5,Very Low Volume
c64fb8db4e,Average
c652744072,Average
c65eb7da0b,Low Volume
c67ac95f87,Single Tx
c67c9c1589,Average
c680057832,Very Low Volume
c6816e42aa,Low Volume
c688ae153d,Average
c68a13f05f,Very Low Volume
c68a5d8e9e,High Vol: Low Tx Amount + High Freq
c68ec13d3e,Low Volume
c692feae4f,Low Volume
c693c1a053,High Vol: Low Tx Amount + High Freq
c6995d3cc6,Average
c6a0adcee1,High Vol: High Tx Amount + Low Freq
c6a2c32d5d,Average
c6a538be25,Average
c6a5aea861,High Vol: High Tx Amount + Low Freq
c6a69b0b38,Average
c6a9044668,Average
c6aa7ca6bb,High Vol: Low Tx Amount + High Freq
c6ae1f908f,Low Volume
c6b5baad0b,Very Low Volume
c6baf3f8d8,Average
c6bd346c7e,Single Tx
c6bd4807f8,Average
c6cc7c0320,Average
c6ce93ece4,Low Volume
c6d207e54e,Low Volume
c6dbfe3746,Low Volume
c6decae71f,Average
c6e22cb315,Average
c6e2703850,Average
c6e64b80e4,Average
c6e75621f3,Low Volume
c6ea6b0149,Low Volume
c6fa4f250d,High Vol: Low Tx Amount + High Freq
c6fb63095b,Average
c704acccf8,High Vol: High Tx Amount + Low Freq
c705ddd6a9,Low Volume
c70609805b,Average
c711473df1,Low Volume
c711503cd7,Low Volume
c7177af520,Average
c71b0825dc,Low Volume
c733a6c196,Average
c73416d107,Average
c7354e1b64,Average
c740b75cd0,High Vol: Low Tx Amount + High Freq
c742e273fa,Very Low Volume
c744ab9b98,Single Tx
c7524380d5,Low Volume
c7568452b0,Low Volume
c756d519d7,Average
c75b9bc19a,Average
c762943e1d,Low Volume
c76893482d,Very Low Volume
c7689e1ff5,Average
c771af9e6a,Average
c775905260,Average
c77a65ebb4,High Vol: High Tx Amount + Low Freq
c77c27ea42,Average
c7845eec27,Single Tx
c7855a974a,Low Volume
c78684581e,Low Volume
c788e922b8,Low Volume
c788fa5900,Very Low Volume
c7936ec4c9,Low Volume
c7943f38ff,High Vol: High Tx Amount + Low Freq
c794438511,Single Tx
c7956b0bad,Average
c79f62bada,Low Volume
c7a843462a,Low Volume
c7aa3bfd6e,Average
c7acaf4937,Average
c7b006c592,Average
c7b00ea9bf,Average
c7b42ee750,Average
c7ba9d4168,Very High Volume
c7be8a8da5,Single Tx
c7c0eeaf13,Average
c7c1e902a1,Very Low Volume
c7c671fbb2,Average
c7c7aa6f39,Very Low Volume
c7c8590888,Average
c7c983a01c,Very Low Volume
c7cba1df03,Average
c7cfe04447,Single Tx
c7d2111d27,Average
c7df837f64,Average
c7e1036f58,Average
c7e2e0c59a,Low Volume
c7eda342ca,Low Volume
c7f122d703,Average
c7f12e4409,Single Tx
c7f293055c,Average
c7f698e7ba,Average
c7faf205c7,Average
c7fc521445,Average
c8013f661a,Average
c80326be3c,Low Volume
c809a3649a,High Vol: Low Tx Amount + High Freq
c80a0359e7,Very High Volume
c80aed09c8,Low Volume
c80cce6cc0,Average
c80dfa648c,High Vol: Low Tx Amount + High Freq
c811c81844,Average
c8131332be,Low Volume
c818322b65,Average
c81b0e242a,Average
c81bc3342a,Single Tx
c82579e598,Average
c836e552dc,High Vol: High Tx Amount + Low Freq
c839454f81,Low Volume
c846970726,Average
c84800cb88,High Vol: High Tx Amount + Low Freq
c849c0b362,Average
c84d449f20,Average
c852bfd431,Average
c857bfc032,Average
c85957b057,Average
c85a068dc7,Average
c85b7d1827,High Vol: High Tx Amount + Low Freq
c85df76d5e,Average
c8611e9a18,Very Low Volume
c8613e5848,Average
c8668b205a,Average
c8756068e6,Average
c87c5a5c75,Low Volume
c87ec5e544,Average
c8816eeacc,High Vol: Low Tx Amount + High Freq
c89594eb59,Single Tx
c89f3405b5,Single Tx
c8a5801b8c,Average
c8a715b9d6,Average
c8a80f469a,Very Low Volume
c8ad481ff9,Average
c8b03c4062,Average
c8b4ab9df0,Single Tx
c8c428e341,Average
c8c48c45e2,Average
c8d3c61a87,Low Volume
c8d5f9d46a,Average
c8dd8a62fc,Single Tx
c8deb2f3ba,Low Volume
c8f888b234,Low Volume
c8fc9c9a25,Average
c8ff5a80a7,Average
c9034cb0e8,Average
c9065c476f,Average
c91186acf1,Single Tx
c913d43439,Low Volume
c914de3f81,High Vol: Low Tx Amount + High Freq
c9173ffe5e,Low Volume
c91c836922,Average
c91dd7044b,Average
c91f3850bd,Average
c9242bfaa9,Average
c9298825cd,High Vol: High Tx Amount + Low Freq
c92a6ba9f2,Single Tx
c92a909a87,Average
c92adc8699,Average
c942046ad0,Average
c94b0fcf16,Average
c94baa857e,Single Tx
c94fd1c62e,Average
c953bfdf08,Low Volume
c955109688,Average
c957214997,Low Volume
c95e0f28c7,Low Volume
c9611463fc,Average
c9688fe339,Average
c96b85ad89,Average
c96c9916df,Average
c96d94c201,Average
c96e8465d9,Average
c97082b19c,Single Tx
c97bb769de,Average
c97dd0db40,Average
c9804ba072,Average
c981545576,Low Volume
c983b5498a,Average
c987cc1079,Low Volume
c98a988316,Average
c98cb12e15,Average
c997db790d,Low Volume
c99d292a0d,Single Tx
c9aa9022f7,Very Low Volume
c9ad74e496,Average
c9b1ea65eb,Low Volume
c9b4cc8693,Single Tx
c9b989c3e3,Average
c9badf7a4b,Average
c9bdaeda06,Average
c9c5100b86,Single Tx
c9c6d29737,Average
c9c8aa7605,Single Tx
c9cbad37ff,Average
c9cfad0e4a,Average
c9cfc30d8c,Low Volume
c9d589ce6b,High Vol: High Tx Amount + Low Freq
c9d9a1b6a4,Single Tx
c9d9bdddb4,Average
c9e03b31c0,Single Tx
c9e559d420,Very Low Volume
c9e928fe2f,Average
c9ea3ff8f2,Average
c9ed3667e0,Average
c9f4c0ca73,Average
c9f6790bc5,Very Low Volume
c9f897de11,Average
c9fdb196a8,High Vol: Low Tx Amount + High Freq
ca11dccdf4,Average
ca16a3400a,Average
ca17f51e49,Very Low Volume
ca203186f5,Average
ca267a644b,Average
ca2f6b5472,Average
ca30808171,Very Low Volume
ca3090ae74,Average
ca34635b35,Low Volume
ca35872dda,Average
ca42ffa8a1,Single Tx
ca4791335e,Average
ca485d3180,Average
ca5bbefd9f,Average
ca5f85ae03,Low Volume
ca60e756df,Average
ca61200292,Low Volume
ca66750366,Single Tx
ca68e20e64,Single Tx
ca6a26c885,Single Tx
ca6a634bd8,Average
ca7445c4b7,Single Tx
ca74ba46b7,Low Volume
ca74ba4fb3,Average
ca77eb930c,Average
ca7ae7b007,Average
ca7db8e192,High Vol: High Tx Amount + Low Freq
ca7eb96694,Average
ca846a118b,High Vol: High Tx Amount + Low Freq
ca8f26a628,Low Volume
ca99e6f9be,Average
caa129f88d,Average
caa746065f,Low Volume
caa8fe7b14,Single Tx
caa9d58186,Average
cab72e3c73,Very Low Volume
cab9aa5607,High Vol: Low Tx Amount + High Freq
cac23bd69c,Average
cac94ac453,Very Low Volume
cacee9d656,Low Volume
cad0799aa6,Average
cad1bf5366,High Vol: Low Tx Amount + High Freq
cad2c37c59,Low Volume
cad3688bb4,Average
cad4aaef80,Low Volume
cad5cd6286,Average
cae659f19a,Average
cae6c07880,Very Low Volume
cae6f68f9b,Average
caea43ac9b,High Vol: High Tx Amount + Low Freq
caf231154b,Average
caf3df8a13,Average
caf457835e,Average
caf8e1d132,Single Tx
cafd98af3c,Low Volume
cb02a99f33,Average
cb082e4898,Single Tx
cb08a15d20,Single Tx
cb096010dd,Average
cb10abbb00,Very Low Volume
cb12a61777,Low Volume
cb1679f4be,Average
cb18eeee3e,High Vol: High Tx Amount + Low Freq
cb19c21785,Single Tx
cb1ab1c938,Average
cb1ba63780,Average
cb1c098fca,Single Tx
cb218954c5,Average
cb2d925940,Single Tx
cb301eb004,Low Volume
cb3060e768,Very Low Volume
cb38fba1b6,High Vol: Low Tx Amount + High Freq
cb3d984ec1,Average
cb5312e01c,Single Tx
cb55dd7aeb,Average
cb5883a832,High Vol: Low Tx Amount + High Freq
cb5a112bf4,Single Tx
cb5d34c20f,Average
cb60782b34,Average
cb61d6b8fe,Average
cb68280484,Single Tx
cb6996b047,Average
cb6f5074d4,Low Volume
cb76b4d861,Average
cb78291a1a,Average
cb786bb329,Low Volume
cb7ad9b1a7,Average
cb7b1f137d,Average
cb7bdaf6dc,Single Tx
cb7fa83c64,Average
cb83dbefc9,Average
cb84c5abae,Average
cb85c76b86,Average
cba23030e0,Very Low Volume
cba24074dd,Low Volume
cba4e2c14e,Average
cba63d70af,Average
cba7665f72,Very Low Volume
cbab0c5e40,Single Tx
cbc62cb73c,Average
cbc6eaa47b,Low Volume
cbc9a0cc8e,Average
cbc9cca063,Average
cbcb52f6b9,Low Volume
cbcb7598a9,Low Volume
cbcd7dc09c,Very Low Volume
cbd08ef6f1,Single Tx
cbdd689e0c,Average
cbe23f7e2c,Single Tx
cbe9f02f54,Average
cbeadb2893,Average
cbeb4ce43d,Single Tx
cbec415ef5,Very Low Volume
cbecbf7c2d,Average
cbf3d3ad0c,Low Volume
cbfc09269d,Single Tx
cc092120e0,Average
cc1d5ec916,High Vol: Low Tx Amount + High Freq
cc23c6dd4a,Average
cc27ba1640,Average
cc2c9c07ee,Average
cc33d3ea79,Low Volume
cc35ebc5f1,Average
cc38f5c66a,Average
cc3b054214,Average
cc3b20f68d,Single Tx
cc3c24f35f,Single Tx
cc3cc5c229,Average
cc461eb092,Average
cc47b012a7,Average
cc4b4a246b,Average
cc4d93a4a8,Average
cc4f3fa728,Low Volume
cc528da270,Low Volume
cc5d0a569e,Low Volume
cc5e9c3fa4,Single Tx
cc61e4e798,Average
cc723e397f,Low Volume
cc78427e60,Low Volume
cc79a8310f,Average
cc7b48f036,Low Volume
cc7b81e6b2,Single Tx
cc83878254,Very Low Volume
cc86c88b97,Average
cca1ef9c7f,Single Tx
cca3711642,Average
cca5271a93,Average
ccad56a070,Low Volume
ccae80434c,High Vol: High Tx Amount + Low Freq
ccb27afca5,Single Tx
ccb88680ee,Average
ccb9a46396,Average
ccbf83fc4b,Low Volume
ccbfade746,Single Tx
ccc2069401,Average
ccc454eda2,High Vol: Low Tx Amount + High Freq
ccc5248a01,Average
ccc9325f2f,Very Low Volume
ccc9cd7edd,Single Tx
ccccff7bc7,Average
ccd300f36f,Average
ccda27351f,Single Tx
ccde89ff95,Average
cce1f6b3e5,Low Volume
cce748c02b,Single Tx
cce7d3a5ec,Single Tx
cceee66741,Average
ccef78426f,Low Volume
ccf6a65128,Average
ccf91310fa,Average
ccfe1a65a2,Average
ccff14b67a,Average
cd032b00f0,Single Tx
cd09639513,Average
cd0a939b7a,Average
cd0af3ccee,Average
cd1366647d,Very High Volume
cd15457dd9,Single Tx
cd1a87bc9e,Average
cd1cb84c08,Single Tx
cd210bc0c6,Average
cd2f3dbdaa,Very Low Volume
cd3a91b253,Single Tx
cd3fbdf17c,Very Low Volume
cd43f7e158,Low Volume
cd45d810a8,Average
